Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
NormanNew,MakeSandwichDemoGaze32,1225,25,1297,Floor-7,"0 0 0",0.8257014,0.142188,True
NormanNew,MakeSandwichDemoGaze34,1298,11,1309,Floor-8,"0 0 0",0.5335293,0.2641137,True
NormanNew,MakeSandwichDemoGaze35,1310,24,1334,Screen-14,"0 0 0",0.05721541,0.148707,True
NormanNew,MakeSandwichDemoGaze36,1335,25,1360,Floor-9,"0 0 0",0.7652676,0.1763402,True
NormanNew,MakeSandwichDemoGaze37,1361,19,1425,Turkey-0,"0 0 0",0.1408779,0.2870053,True
NormanNew,MakeSandwichDemoGaze38,1426,23,1496,Screen-15,"0 0 0",0.1123903,0.4283897,True
NormanNew,MakeSandwichDemoGaze39,1497,9,1528,Screen-16,"0 0 0",0.8097194,0.6456858,True
NormanNew,MakeSandwichDemoGaze40,1529,17,1546,Screen-2,"0 0 0",0.8753408,0.2028504,True
NormanNew,MakeSandwichDemoGaze41,1547,21,1618,Floor-10,"0 0 0",0.4085676,0.02344402,True
NormanNew,MakeSandwichDemoGaze42,1619,12,1676,Floor-11,"0 0 0",0.7377936,0.5310916,True
NormanNew,MakeSandwichDemoGaze43,1677,9,1686,Swiss-0,"0 0 0",1,0.4555953,True
NormanNew,MakeSandwichDemoGaze44,1687,25,1727,Screen-11,"0 0 0",0.3347582,0.6957406,True
NormanNew,MakeSandwichDemoGaze45,1728,17,1745,Swiss-1,"0 0 0",1,0.06363649,True
NormanNew,MakeSandwichDemoGaze46,1746,21,1841,Floor-12,"0 0 0",0.6217683,0.1075859,True
NormanNew,MakeSandwichDemoGaze47,1842,8,1850,Floor-13,"0 0 0",0.8105667,0.412027,True
NormanNew,MakeSandwichDemoGaze48,1851,8,1859,Floor-14,"0 0 0",0.4425189,0.1192648,True
NormanNew,MakeSandwichDemoGaze49,1860,15,1904,Floor-15,"0 0 0",0.4231914,0.430311,True
NormanNew,MakeSandwichDemoGaze50,1905,37,1961,Floor-16,"0 0 0",0.7965338,0.3214063,True
NormanNew,MakeSandwichDemoGaze51,1962,9,2002,Screen-17,"0 0 0",0.3506437,0.374927,True
NormanNew,MakeSandwichDemoGaze52,2003,12,2015,Screen-18,"0 0 0",0.5446981,0.9842053,True
NormanNew,MakeSandwichDemoGaze53,2016,11,2038,Turkey-0,"0 0 0",1,0.03118316,True
NormanNew,MakeSandwichDemoGaze54,2039,20,2066,Bread1-0,"0 0 0",0.9185624,0.2869087,True
