Character,AnimationClip,StartFrame,FixationStartFrame,EndFrame,Target,AheadTargetPosition,HeadAlign,TorsoAlign,TurnBody
NormanNew,StackBoxesGaze27,808,15,864,Floor-7,"0 0 0",0.2572862,0.1479486,True
NormanNew,StackBoxesGaze28,865,20,901,pCube3-0,"0 0 0",1,0.9999998,True
NormanNew,StackBoxesGaze29,902,10,912,pCube3-2,"0 0 0",1,0.9788806,True
NormanNew,StackBoxesGaze30,913,7,920,pCube2-3,"0 0 0",1,0.1523291,True
NormanNew,StackBoxesGaze31,921,7,928,pCube2-3,"0 0 0",0.8949263,0.1664889,True
NormanNew,StackBoxesGaze32,929,20,957,pCube3-3,"0 0 0",1,0.4378543,True
NormanNew,StackBoxesGaze33,958,16,979,pCube3-4,"0 0 0",0.4650247,0.1485188,True
NormanNew,StackBoxesGaze34,980,7,987,Floor-8,"0 0 0",1,0.08808019,True
NormanNew,StackBoxesGaze35,988,7,995,Floor-9,"0 0 0",1,0.1287425,True
NormanNew,StackBoxesGaze36,996,18,1014,Floor-10,"0 0 0",1,0.1557077,True
NormanNew,StackBoxesGaze37,1015,17,1035,pCube3-5,"0 0 0",0.5139565,0.8129908,True
NormanNew,StackBoxesGaze38,1036,17,1053,EyeTrackAlign1-0,"0 0 0",1,0.2441686,True
NormanNew,StackBoxesGaze39,1054,24,1078,EyeTrackAlign3-0,"0 0 0",0.08273506,0.3587647,True
NormanNew,StackBoxesGaze40,1079,17,1136,pCube4-0,"0 0 0",0.7456525,0.9999995,True
NormanNew,StackBoxesGaze41,1137,20,1204,pCube4-0,"0 0 0",1,0.07176703,True
NormanNew,StackBoxesGaze42,1205,12,1217,EyeTrackAlign3-0,"0 0 0",0.9999995,0.8599936,True
NormanNew,StackBoxesGaze43,1218,24,1242,pCube4-1,"0 0 0",0.8360065,0.08577847,True
NormanNew,StackBoxesGaze44,1243,13,1256,pCube3-6,"0 0 0",0.5040859,0.2685186,True
NormanNew,StackBoxesGaze45,1257,36,1298,pCube3-7,"0 0 0",0.4568206,0.6856717,True
NormanNew,StackBoxesGaze46,1299,22,1325,StackBoxesEnv-3,"0 0 0",1,0.2269646,True
NormanNew,StackBoxesGaze47,1326,32,1414,pCube4-2,"0 0 0",0.4717133,1,True
NormanNew,StackBoxesGaze48,1415,26,1445,EyeTrackAlign2-0,"0 0 0",0.35883,0.8731416,True
NormanNew,StackBoxesGaze49,1446,19,1485,Floor-11,"0 0 0",1,0.06116117,True
NormanNew,StackBoxesGaze50,1486,20,1543,Floor-12,"0 0 0",1,0.04269202,True
