KeyFrame,RootKeyFrame,BoneKeyFrames
217,215,"217 0 217 220 220 219 219 217 0 0 217 0 0 0 218 223 222 221 217 0 217 0 220 219 217 222 217 0 217 0 216 212 216 214 0 218 223 221 217 0"
244,238,"240 0 239 243 243 237 237 244 0 0 238 0 0 0 239 242 237 241 244 0 244 0 251 240 241 240 244 0 244 0 243 246 244 243 0 240 247 239 244 0"
264,260,"262 0 262 265 265 263 264 258 0 0 264 0 0 0 262 264 266 271 264 0 264 0 258 264 264 264 264 0 264 0 261 258 260 260 0 263 267 266 264 0"
286,289,"284 0 284 288 288 286 293 287 0 0 287 0 0 0 291 281 281 281 286 0 286 0 285 280 281 280 286 0 286 0 286 284 290 287 0 284 279 283 286 0"
300,306,"299 0 300 300 300 303 301 300 0 0 300 0 0 0 297 297 302 299 300 0 300 0 298 298 296 306 300 0 300 0 299 295 300 299 0 296 295 297 300 0"
313,313,"309 0 309 313 313 310 309 313 0 0 313 0 0 0 313 311 313 316 313 0 313 0 308 316 310 315 313 0 313 0 314 313 309 307 0 313 315 313 313 0"
330,330,"332 0 333 332 332 330 330 329 0 0 329 0 0 0 332 328 328 328 330 0 330 0 335 332 335 334 330 0 330 0 333 332 332 335 0 330 327 332 330 0"
340,337,"339 0 341 335 335 341 341 339 0 0 339 0 0 0 340 338 341 340 340 0 340 0 340 347 347 345 340 0 340 0 341 338 337 335 0 341 339 343 340 0"
357,355,"355 0 355 359 359 357 357 357 0 0 357 0 0 0 358 359 361 359 357 0 357 0 355 358 359 358 357 0 357 0 358 350 354 353 0 357 360 359 357 0"
367,374,"365 0 365 374 374 368 367 367 0 0 367 0 0 0 367 363 368 363 367 0 367 0 363 367 365 362 367 0 367 0 367 367 366 373 0 367 372 367 367 0"
381,374,"376 0 377 381 381 381 381 381 0 0 381 0 0 0 386 382 381 375 381 0 381 0 386 375 380 379 381 0 381 0 381 383 381 379 0 375 377 376 381 0"
402,401,"399 0 399 400 400 402 402 402 0 0 402 0 0 0 402 399 399 403 402 0 402 0 403 401 404 403 402 0 402 0 399 395 398 397 0 402 405 403 402 0"
410,410,"415 0 410 410 410 411 413 413 0 0 413 0 0 0 412 410 412 410 410 0 410 0 412 410 408 410 410 0 410 0 410 410 411 408 0 411 410 411 410 0"
423,420,"422 0 422 425 425 423 423 425 0 0 423 0 0 0 421 419 425 421 423 0 423 0 425 423 427 423 423 0 423 0 423 423 427 426 0 423 417 422 423 0"
433,433,"435 0 440 435 435 428 428 433 0 0 433 0 0 0 440 430 428 434 433 0 433 0 429 431 433 431 433 0 433 0 434 429 438 430 0 436 438 436 433 0"
447,446,"447 0 446 448 448 448 448 447 0 0 447 0 0 0 440 450 449 450 447 0 447 0 449 448 446 447 447 0 447 0 445 442 445 444 0 449 452 450 447 0"
473,466,"469 0 471 473 473 476 476 467 0 0 474 0 0 0 470 466 466 466 473 0 473 0 473 470 471 470 473 0 473 0 472 475 473 472 0 468 473 473 473 0"
500,501,"496 0 500 499 499 498 498 500 0 0 500 0 0 0 498 498 507 501 500 0 500 0 502 497 495 497 500 0 500 0 495 498 494 493 0 498 502 500 500 0"
524,524,"524 0 522 524 524 524 524 520 0 0 523 0 0 0 528 520 520 520 524 0 524 0 517 526 522 521 524 0 524 0 523 525 523 522 0 518 528 518 524 0"
548,547,"546 0 545 548 548 548 548 548 0 0 548 0 0 0 547 548 553 551 548 0 548 0 548 547 545 547 548 0 548 0 545 548 544 544 0 548 551 550 548 0"
559,566,"560 0 559 556 556 559 559 559 0 0 559 0 0 0 554 563 563 563 559 0 559 0 555 555 560 559 559 0 559 0 557 560 558 566 0 555 564 564 559 0"
574,574,"575 0 574 574 574 574 574 574 0 0 574 0 0 0 580 568 571 569 574 0 574 0 580 577 579 572 574 0 574 0 574 576 573 572 0 567 568 568 574 0"
595,593,"593 0 593 595 595 595 595 602 0 0 602 0 0 0 595 596 597 597 595 0 595 0 595 595 592 595 595 0 595 0 592 589 591 590 0 596 599 597 595 0"
619,620,"620 0 615 619 619 618 618 621 0 0 620 0 0 0 613 613 613 613 619 0 619 0 626 613 624 614 619 0 619 0 619 622 621 619 0 616 618 615 619 0"
639,637,"640 0 641 642 642 641 641 639 0 0 639 0 0 0 646 642 639 644 639 0 639 0 643 636 637 636 639 0 639 0 639 635 639 639 0 644 645 644 639 0"
653,653,"654 0 654 649 649 652 652 653 0 0 653 0 0 0 646 649 659 649 653 0 653 0 654 652 653 653 653 0 653 0 654 650 655 655 0 657 656 656 653 0"
666,660,"663 0 668 669 669 665 665 666 0 0 666 0 0 0 672 664 666 667 666 0 666 0 660 670 661 667 666 0 666 0 668 671 669 669 0 665 665 664 666 0"
692,685,"692 0 691 692 692 698 698 696 0 0 691 0 0 0 692 692 693 693 692 0 692 0 685 699 691 690 692 0 692 0 686 694 688 685 0 693 695 694 692 0"
719,714,"716 0 720 721 721 719 719 720 0 0 719 0 0 0 722 721 715 714 719 0 719 0 720 723 723 726 719 0 719 0 720 724 723 723 0 716 712 715 719 0"
745,740,"740 0 738 742 742 746 746 745 0 0 745 0 0 0 742 743 740 742 745 0 745 0 744 741 745 742 745 0 745 0 745 739 746 738 0 740 745 747 745 0"
753,751,"756 0 751 751 751 753 753 753 0 0 753 0 0 0 759 752 752 752 753 0 753 0 759 754 749 754 753 0 753 0 753 756 752 756 0 754 754 755 753 0"
767,764,"768 0 768 771 771 764 764 767 0 0 767 0 0 0 767 760 768 760 767 0 767 0 767 764 765 764 767 0 767 0 767 767 764 769 0 768 767 763 767 0"
